Destination_Name,Country,City,Destination_Type,Starting_Point,Distance_km,Travel_Mode,Flight_Transport_Cost_USD,Travel_Duration_Hours,Accommodation_Options,Accommodation_Cost_Per_Night_USD,Recommended_Stay_Days,Top_Attractions,Activity_Cost_USD,Activity_Duration_Hours,Food_Options,Food_Cost_Per_Day_USD,Visa_Required,Visa_Cost_USD,Miscellaneous_Cost_USD,Best_Season,Peak_Season_Cost_Multiplier,Local_Currency,Exchange_Rate_to_USD
Fulbaria,Bangladesh,Fulbaria,Nature,Dhaka,60,Bus,30,3,Guesthouse,25,3,Fulbaria chairman bari,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Gauripur,Bangladesh,Gauripur,Nature,Dhaka,150,Bus,35,4,Guesthouse,25,3,Gauripur Sadar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mymensingh Sadar,Bangladesh,Mymensingh Sadar,City,Dhaka,130,Bus,30,5,Guesthouse,25,3,Sherpur,10,2,Street Food,16,FALSE,0,15,December-March,1.3,BDT,0.0091
Muktagachha,Bangladesh,Muktagachha,Historical,Dhaka,130,Bus,30,6,Guesthouse,25,3,muktagacha Lake,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Trishal,Bangladesh,Trishal,Historical,Dhaka,90,Bus,25,4,Guesthouse,25,3,Trishal Local Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Meghna,Bangladesh,Meghna,Nature,Dhaka,100,Bus,30,5,Guesthouse,25,3,"Meghna River,Local Markets",10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Titas,Bangladesh,Titas,Nature,Dhaka,110,Bus,20,4,Guesthouse,25,3,Titas Upazila,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Monohargonj,Bangladesh,Monohargonj,Nature,Dhaka,90,Bus,25,8,Guesthouse,25,3,Monohorganj Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Brahmanpara,Bangladesh,Brahmanpara,Nature,Dhaka,280,Bus,20,6,Guesthouse,25,3,Lake Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Barishal Sadar,Bangladesh,Barishal Sadar,Nature,Dhaka,300,Bus,25,4,Budget Hotel,25,3,Kuakata Sea  Beach,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mehendiganj,Bangladesh,Mehendiganj,Nature,Dhaka,280,Bus,25,6,Guesthouse,25,3,Sadar Upazila,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Muladi,Bangladesh,Muladi,Nature,Dhaka,270,Bus,20,5,Guesthouse,25,3,Muladi Sadar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Wazirpur,Bangladesh,Wazirpur,Nature,Dhaka,130,Bus,25,6,Guesthouse,25,3,Wazzirpur Lake,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Boalmari,Bangladesh,Boalmari,Nature,Dhaka,150,Bus,25,5,Guesthouse,25,3,Boalmari mosquw,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Madhukhali,Bangladesh,Madhukhali,Nature,Dhaka,140,Bus,20,4,Guesthouse,25,3,Madhukali Boro Bazar,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Nagarkanda,Bangladesh,Nagarkanda,Nature,Dhaka,140,Bus,15,8,Guesthouse,25,3,Nagarkanda Mosquw,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Sadarpur Saltha,Bangladesh,Sadarpur Saltha,City,Dhaka,150,Bus,20,7,Budget Hotel,25,3,Eco Park,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Bogra Sadar,Bangladesh,Bogra Sadar,City,Dhaka,200,Bus,25,6,Budget Hotel,25,3,Archaelogical Sites,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Faridpur Sadar,Bangladesh,Faridpur Sadar,City,Dhaka,90,Bus,20,5,Budget Hotel,25,3,Local Markets,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Nandigram,Bangladesh,Nandigram,Nature,Dhaka,160,Bus,20,4,Guesthouse,25,3,Nandigram Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Shibganj,Bangladesh,Shibganj,Nature,Dhaka,180,Bus,25,3,Guesthouse,25,3,Local Temples,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sonatola,Bangladesh,Sonatola,Nature,Dhaka,190,Bus,25,5,Guesthouse,25,3,Sonatola Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bhangura,Bangladesh,Bhangura,Nature,Dhaka,160,Bus,20,6,Guesthouse,25,3,Local Heritage Sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Ishwardi Pabna,Bangladesh,Ishwardi Pabna,Nature,Dhaka,150,Bus,10,7,Guesthouse,25,3,Ishwardi Park,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Sujanagar,Bangladesh,Sujanagar,Nature,Dhaka,150,Bus,20,6,Guesthouse,25,3,Sujanagar Park,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Belaichhari,Bangladesh,Belaichhari,Nature,Dhaka,130,Bus,25,5,Guesthouse,25,3,Belaichari Sadar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kaptai,Bangladesh,Kaptai,City,Dhaka,350,Bus,15,6,Budget Hotel,25,3,"Kaptai Lake,Hanging Bridge",10,2,Street Food,20,FALSE,0,15,December-March,1.3,BDT,0.0091
Juraichhari,Bangladesh,Juraichhari,Nature,Dhaka,350,Bus,20,7,Guesthouse,25,3,Local Village,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Naniyachar,Bangladesh,Naniyachar,Nature,Dhaka,100,Bus,20,5,Guesthouse,25,3,Cultural Sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rajasthali,Bangladesh,Rajasthali,Nature,Dhaka,120,Bus,25,4,Guesthouse,25,3,Temple,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rangamati Sadar,Bangladesh,Rangamati Sadar,City,Dhaka,200,Bus,25,6,Budget Hotel,25,3,Hanging Bridge,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kumarkhali,Bangladesh,Kumarkhali,Nature,Dhaka,160,Bus,25,7,Guesthouse,25,3,Local Boro  Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mirpur,Bangladesh,Mirpur,City,Dhaka,160,Bus,25,3,Budget Hotel,25,3,Dhaka Zoo,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Shekhpara,Bangladesh,Shekhpara,Nature,Dhaka,180,Bus,25,8,Guesthouse,25,3,Agricultual Activities,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Badarganj,Bangladesh,Badarganj,Nature,Dhaka,200,Bus,20,4,Guesthouse,25,3,Local mosque and tempple,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Gangachhara,Bangladesh,Gangachhara,Nature,Dhaka,230,Bus,20,4,Guesthouse,25,3,Traditional Markets,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kaunia,Bangladesh,Kaunia,Nature,Dhaka,190,Bus,20,6,Guesthouse,25,3,Historical Landmarks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rangpur Sadar,Bangladesh,Rangpur Sadar,City,Dhaka,30,Bus,20,8,Budget Hotel,25,3,Tajhat Palace,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mithapukur,Bangladesh,Mithapukur,Nature,Dhaka,20,Bus,20,4,Guesthouse,25,3,Fishing areas,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Pirgachha,Bangladesh,Pirgachha,Nature,Dhaka,30,Bus,25,3,Guesthouse,25,3,Local attractions,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Pirganj,Bangladesh,Pirganj,Nature,Dhaka,40,Bus,20,7,Guesthouse,25,3,Local villages,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Taraganj,Bangladesh,Taraganj,Nature,Dhaka,120,Bus,25,7,Guesthouse,25,3,bazar and temples,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Begumganj,Bangladesh,Begumganj,Nature,Dhaka,190,Bus,25,6,Guesthouse,25,3,Surrounding areas,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Noakhali Sadar,Bangladesh,Noakhali Sadar,City,Dhaka,50,Bus,20,5,Budget Hotel,25,3,Begumganj,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Chatkhali,Bangladesh,Chatkhali,City,Dhaka,60,Bus,25,4,Budget Hotel,25,3,Local culture,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Companiganj,Bangladesh,Companiganj,City,Dhaka,150,Bus,25,3,Guesthouse,25,3,Historical Sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Hatiya,Bangladesh,Hatiya,City,Dhaka,130,Bus,20,8,Guesthouse,25,3,Hatiya eco park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Senbagh,Bangladesh,Senbagh,City,Dhaka,130,Bus,15,5,Guesthouse,25,3,Local park and temples,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sonaiuri,Bangladesh,"Sonai,uri",City,Dhaka,90,Bus,20,6,Guesthouse,25,3,Boat Tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Subarnachar,Bangladesh,Subarnachar,Nature,Dhaka,100,Bus,25,7,Guesthouse,25,3,Fishing Spot,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kabirhat,Bangladesh,Kabirhat,Nature,Dhaka,110,Bus,20,5,Guesthouse,25,3,Mosque,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Batiaghata,Bangladesh,Batiaghata,Nature,Dhaka,140,Bus,20,8,Guesthouse,25,3,Scenic River  views,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Dumuria,Bangladesh,Dumuria,Nature,Dhaka,140,Bus,25,4,Guesthouse,25,3,Heritage Sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Koyra,Bangladesh,Koyra,Nature,Dhaka,150,Bus,25,5,Guesthouse,25,3,Sundarbans Tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Phultala,Bangladesh,Phultala,Nature,Dhaka,200,Bus,20,6,Guesthouse,25,3,Pphultala Temple,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rupsha,Bangladesh,Rupsha,Nature,Dhaka,90,Bus,10,7,Guesthouse,25,3,Boat Tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Terokhada,Bangladesh,Terokhada,Nature,Dhaka,160,Bus,20,8,Guesthouse,25,3,Local Markets,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Daulatpur,Bangladesh,Daulatpur,Nature,Dhaka,180,Bus,25,9,Guesthouse,25,3,Local Villages,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Khalishpur,Bangladesh,Khalishpur,Nature,Dhaka,190,Bus,15,5,Guesthouse,25,3,River Activities,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Khan Jahan Ali,Bangladesh,Khan Jahan Ali,Historical,Dhaka,160,Bus,20,4,Guesthouse,25,3,Jahan Ali Mazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kotwali,Bangladesh,Kotwali,Nature,Dhaka,150,Bus,20,5,Guesthouse,25,3,old city ,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sonadanga,Bangladesh,Sonadanga,City,Dhaka,150,Bus,25,4,Guesthouse,25,3,Scenic Spots,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Gopalpur,Bangladesh,Gopalpur,City,Dhaka,130,Bus,25,7,Guesthouse,25,3,Historical Temples,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Basail,Bangladesh,Basail,Nature,Dhaka,350,Bus,25,8,Guesthouse,25,3,Countryside Views,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Bhuapur,Bangladesh,Bhuapur,Nature,Dhaka,350,Bus,25,5,Guesthouse,25,3,Natural Beauty,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Ghatail,Bangladesh,Ghatail,Nature,Dhaka,100,Bus,25,7,Budget Hotel,25,3,Eco Friendly park,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Kalihati,Bangladesh,Kalihati,Nature,Dhaka,120,Bus,20,4,Guesthouse,25,3,Village Tours,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Madhupur,Bangladesh,Madhupur,Nature,Dhaka,200,Bus,20,5,Guesthouse,25,3,National Park,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Mirzapur,Bangladesh,Mirzapur,Historical,Dhaka,160,Bus,20,6,Budget Hotel,25,3,Temple,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Nagarpur,Bangladesh,Nagarpur,Historical,Dhaka,160,Bus,20,7,Guesthouse,25,3,Local parks,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Sakhipur,Bangladesh,Sakhipur,Historical,Dhaka,180,Bus,20,4,Guesthouse,25,3,Natural Scenic Areas,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Dhanbari,Bangladesh,Dhanbari,Nature,Dhaka,200,Bus,25,5,Guesthouse,25,3,Riverside Activities,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Tangail Sadar,Bangladesh,Tangail Sadar,City,Dhaka,230,Bus,20,6,Budget Hotel,25,3,Historical Sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Debiganj,Bangladesh,Debiganj,Nature,Dhaka,190,Bus,25,8,Guesthouse,25,3,Debiganj River,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bhola Sadar,Bangladesh,Bhola Sadar,City,Dhaka,250,Bus,25,7,Budget Hotel,25,3,Bhola Beach,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Lalmohan,Bangladesh,Lalmohan,Nature,Dhaka,400,Bus,20,6,Guesthouse,25,3,River Activities,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Manpura,Bangladesh,Manpura,Nature,Dhaka,350,Bus,25,5,Guesthouse,25,3,Cultural sites,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Tazumuddin,Bangladesh,Tazumuddin,Historical,Dhaka,300,Bus,25,4,Guesthouse,25,3,Local markets,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Ali Kadam,Bangladesh,Ali Kadam,Historical,Dhaka,200,Bus,20,3,Guesthouse,25,3,Ali kadam temple,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Lama,Bangladesh,Lama,Nature,Dhaka,270,Bus,15,6,Guesthouse,25,3,Lama Baar,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Naikhongchhari,Bangladesh,Naikhongchhari,Nature,Dhaka,180,Bus,20,5,Guesthouse,25,3,Naikhong River,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rowangchhari,Bangladesh,Rowangchhari,Nature,Dhaka,160,Bus,25,6,Guesthouse,25,3,Hiking,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Ruma,Bangladesh,Ruma,Nature,Dhaka,120,Bus,20,7,Guesthouse,25,3,Trekking and waterfall tours,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Thanchi,Bangladesh,Thanchi,City,Dhaka,180,Bus,20,8,Budget Hotel,25,3,Thanchi Hills,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Faridganj,Bangladesh,Faridganj,Nature,Dhaka,100,Bus,25,4,Guesthouse,25,3,Heritage Sites,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Hamichar,Bangladesh,Hamichar,Nature,Dhaka,130,Bus,25,6,Guesthouse,25,3,Historical Monuments,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Haziganj,Bangladesh,Haziganj,Nature,Dhaka,220,Bus,20,7,Budget Hotel,25,3,Natural Reserves,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Kachua,Bangladesh,Kachua,Nature,Dhaka,170,Bus,10,5,Guesthouse,25,3,Eco Tourism,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Shahrasti,Bangladesh,Shahrasti,Nature,Dhaka,120,Bus,20,4,Guesthouse,25,3,Nature Walk,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Ajmiriganj,Bangladesh,Ajmiriganj,Nature,Dhaka,200,Bus,25,6,Guesthouse,25,3,Traditional Markets,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bahubal,Bangladesh,Bahubal,Nature,Dhaka,130,Bus,15,5,Guesthouse,25,3,Natural Landscapes,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Habiganj Sadar,Bangladesh,Habiganj Sadar,City,Dhaka,150,Bus,20,7,Budget Hotel,25,3,Rajnagar Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Lakhai,Bangladesh,Lakhai,City,Dhaka,140,Bus,20,5,Guesthouse,25,3,Cultural Heritage,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Madhabpur,Bangladesh,Madhabpur,City,Dhaka,140,Bus,25,4,Guesthouse,25,3,local wildlife,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Nabiganj,Bangladesh,Nabiganj,City,Dhaka,150,Bus,25,3,Guesthouse,25,3,Riverside Activities,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Raipur,Bangladesh,Raipur,City,Dhaka,200,Bus,25,4,Guesthouse,25,3,Scenic River views,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Ramganj,Bangladesh,Ramganj,City,Dhaka,180,Bus,25,6,Guesthouse,25,3,Local Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Ramgati,Bangladesh,Ramgati,City,Dhaka,160,Bus,25,5,Guesthouse,25,3,Riverside Tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kamalnagar,Bangladesh,Kamalnagar,Nature,Dhaka,180,Bus,20,7,Guesthouse,25,3,Local beach areas,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rajapur,Bangladesh,Rajapur,Nature,Dhaka,190,Bus,20,5,Guesthouse,25,3,Rajapur Temple,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Nazirpur,Bangladesh,Nazirpur,Nature,Dhaka,160,Bus,20,4,Guesthouse,25,3,Cultural Landmarks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Pirojpur Sadar,Bangladesh,Pirojpur Sadar,City,Dhaka,150,Bus,20,6,Budget Hotel,25,3,Riverside Tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Nesarabad,Bangladesh,Nesarabad,Nature,Dhaka,150,Bus,10,4,Guesthouse,25,3,Riverside activities,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bauphal,Bangladesh,Bauphal,Nature,Dhaka,130,Bus,20,6,Guesthouse,25,3,Bauphal Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kalapara,Bangladesh,Kalapara,Nature,Dhaka,350,Bus,25,4,Guesthouse,25,3,Boat Tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mirzaganj,Bangladesh,Mirzaganj,Nature,Dhaka,350,Bus,25,7,Guesthouse,25,3,Local Parks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rangabali,Bangladesh,Rangabali,Nature,Dhaka,100,Bus,20,4,Guesthouse,25,3,Cultural Sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Dumki,Bangladesh,Dumki,Nature,Dhaka,120,Bus,25,3,Guesthouse,25,3,Dumki Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kaliganj,Bangladesh,Kaliganj,Nature,Dhaka,200,Bus,20,6,Guesthouse,25,3,Scenic River Areas,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kotchandpur,Bangladesh,Kotchandpur,Nature,Dhaka,160,Bus,20,7,Guesthouse,25,3,Historical Sites,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Maheshpur,Bangladesh,Maheshpur,Nature,Dhaka,160,Bus,25,4,Budget Hotel,25,3,Heritage Spots,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kalia,Bangladesh,Kalia,Nature,Dhaka,180,Bus,30,5,Guesthouse,25,3,Village alks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Naragati,Bangladesh,Naragati,Nature,Dhaka,200,Bus,20,6,Guesthouse,25,3,Nature Walks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mohammadpur,Bangladesh,Mohammadpur,City,Dhaka,230,Bus,15,7,Budget Hotel,25,3,Bihari Camp,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Shalikha,Bangladesh,Shalikha,Nature,Dhaka,190,Bus,20,3,Guesthouse,25,3,Local Temples,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sreepur,Bangladesh,Sreepur,Nature,Dhaka,200,Bus,25,4,Guesthouse,25,3,Sreepur Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Gobindaganj,Bangladesh,Gobindaganj,Nature,Dhaka,130,Bus,25,5,Guesthouse,25,3,Traditional village life,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Palashbari,Bangladesh,Palashbari,Nature,Dhaka,140,Bus,20,6,Guesthouse,25,3,scenic villages,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sadullapur,Bangladesh,Sadullapur,Nature,Dhaka,160,Bus,30,7,Guesthouse,25,3,Sadullapur Sadar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sughatta,Bangladesh,Sughatta,Nature,Dhaka,120,Bus,20,8,Guesthouse,25,3,Sughatta Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sundarganj,Bangladesh,Sundarganj,Nature,Dhaka,190,Bus,10,7,Guesthouse,25,3,Karamjal wildlife center,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Assasuni,Bangladesh,Assasuni,City,Dhaka,180,Bus,20,6,Budget Hotel,25,3,assasuni beach,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Debhata,Bangladesh,Debhata,Nature,Dhaka,190,Bus,25,5,Guesthouse,25,3,natural reserves,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Shyamnagar,Bangladesh,Shyamnagar,Nature,Dhaka,150,Bus,15,4,Guesthouse,25,3,Kanchanpur  River,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Tala,Bangladesh,Tala,Nature,Dhaka,130,Bus,20,3,Guesthouse,25,3,Tala Temple,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Chitalmari,Bangladesh,Chitalmari,Nature,Dhaka,130,Bus,20,8,Guesthouse,25,3,Chitalmari River,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Fakirhat,Bangladesh,Fakirhat,Nature,Dhaka,210,Bus,25,7,Guesthouse,25,3,Village Tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mollahat,Bangladesh,Mollahat,Nature,Dhaka,110,Bus,25,5,Guesthouse,25,3,eco tourism,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Morrelganj,Bangladesh,Morrelganj,Nature,Dhaka,140,Bus,25,4,Guesthouse,25,3,morrelganj bazzar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rampal,Bangladesh,Rampal,Nature,Dhaka,140,Bus,25,5,Guesthouse,25,3,riverside sightseeing,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sarankhola,Bangladesh,Sarankhola,Nature,Dhaka,150,Bus,20,6,Guesthouse,25,3,eco friendly parks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Alamdanga,Bangladesh,Alamdanga,Nature,Dhaka,200,Bus,20,7,Guesthouse,25,3,alamdanga sadar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Jibannagar,Bangladesh,Jibannagar,Historical,Dhaka,180,Bus,20,8,Budget Hotel,25,3,local temples,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Gangni,Bangladesh,Gangni,Nature,Dhaka,130,Bus,20,3,Guesthouse,25,3,rural landscapes,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mujibnagar,Bangladesh,Mujibnagar,Historical,Dhaka,140,Bus,10,4,Budget Hotel,25,3,mujibnagar memorial,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Belkuchi,Bangladesh,Belkuchi,City,Dhaka,180,Bus,20,6,Guesthouse,25,3,natural beauty,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Chauhali,Bangladesh,Chauhali,Nature,Dhaka,160,Bus,25,7,Guesthouse,25,3,cultural villages,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Shahjadpur,Bangladesh,Shahjadpur,Nature,Dhaka,150,Bus,25,5,Guesthouse,25,3,local temples,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Tarash,Bangladesh,Tarash,Nature,Dhaka,140,Bus,20,8,Guesthouse,25,3,fishing tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Ullahpara,Bangladesh,Ullahpara,Nature,Dhaka,175,Bus,25,5,Budget Hotel,25,3,Countryside Views,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Akkelpur,Bangladesh,Akkelpur,Nature,Dhaka,180,Bus,20,6,Guesthouse,25,3,village life,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Panchbibi,Bangladesh,Panchbibi,Nature,Dhaka,125,Bus,20,4,Guesthouse,25,3,cultural walks,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
